avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_abs_valence,avg_metallic_valence,avg_valence_d,sum_Density_(g/mL),sum_heat_atomization(kJ/mol),sum_valence_d,range_Density_(g/mL),range_Nagle_electonegativity,range_heat_of_fusion_(kJ/mol)_,target
3.899411765,5.425741176,9.647058824,3.294117647,2.235294118,0.352941176,66.29,5193.0,6.0,15.07,1.66,29.88,2.21
3.55875,5.3625,7.5,3.25,2.5,2.5,28.47,2179.0,20.0,5.24,1.51,6.03,2.35
3.455263158,4.314736842,8.947368421,2.0,4.0,1.052631579,6.565,1115.3,2.0,2.29,1.32,89.55,0.3
6.565714286,5.131428571,4.285714286,4.0,2.471428571,5.714285714,45.96,1772.0,40.0,0.76,1.05,10.35,1.6
6.365,4.945,10.0,3.5,3.05,0.0,12.73,630.0,0.0,1.27,1.08,20.56,1.04
7.8905,5.24268,5.0,3.0,2.298,5.0,15.781,433.6,10.0,6.61,0.61,2.231,0.123333333
4.374545455,5.193636364,9.090909091,2.909090909,2.343636364,0.909090909,48.12,2528.0,10.0,10.18,1.52,16.94,1.6
4.815,4.61,6.0,2.0,3.22,4.0,9.63,564.0,8.0,5.49,0.7,27.04,1.4
6.515,5.018875,7.5,3.5,3.06,2.5,26.06,999.0,10.0,4.17,1.26,6.36,2.1
5.015,4.5075,10.0,2.0,3.11,0.0,10.03,608.0,0.0,3.2,0.56,22.11,2.12
5.4425,5.38295,7.5,3.0,2.61,2.5,21.77,1042.0,10.0,9.83,0.9,25.98,2.185
5.325714286,5.138571429,7.142857143,2.857142857,2.411428571,2.857142857,37.28,1574.0,20.0,3.81,1.33,4.49,2.625
5.658571429,5.042857143,8.571428571,2.571428571,2.76,1.428571429,39.61,1592.0,10.0,3.86,0.86,1.1,2.376666667
5.8198,4.66915,9.95,2.0,3.22,0.05,11.6396,587.6,0.1,0.96,0.55,22.11,0.7
3.305,5.36,10.0,3.5,2.5,0.0,6.61,542.0,0.0,2.97,0.09,6.03,2.5
6.2989,4.5851,4.95,2.0,3.22,5.05,12.5978,545.8,10.1,1.23,0.62,14.28,0.72
2.9975,4.7875,7.5,2.5,2.11,2.5,11.99,962.0,10.0,6.77,1.55,1.54,3.573333333
3.842857143,5.485728571,7.142857143,4.142857143,2.285714286,2.857142857,26.9,1818.0,20.0,4.62,1.43,18.15,1.2
4.507142857,5.111428571,5.714285714,2.571428571,2.76,4.285714286,31.55,1714.0,30.0,6.58,1.04,4.47,2.36
0.766521739,7.064347826,10.0,3.47826087,0.869565217,0.0,17.63,5756.0,0.0,3.5,2.79,7.53,7.6
1.93,6.55,9.6,2.8,1.24,0.4,9.65,1544.0,2.0,6.66,2.57,13.88,3.2
6.645,6.059225,7.5,2.5,2.61,2.5,26.58,695.0,10.0,10.0,1.33,5.455,1.56
4.98,5.696266667,6.666666667,4.0,1.666666667,3.333333333,14.94,598.0,10.0,7.68,0.73,9.58,1.9
2.064210526,7.483557895,6.842105263,4.105263158,0.315789474,3.157894737,39.22,4079.0,60.0,9.75,1.79,11.08,3.3
7.31625,4.68625,0.0,2.125,3.22,10.0,58.53,1593.0,80.0,2.72,0.63,14.23,0.85
8.223333333,6.538966667,0.0,3.0,2.146666667,10.0,49.34,730.0,60.0,8.57,0.73,15.195,1.85
6.499285714,4.442142857,3.571428571,1.428571429,4.211428571,6.428571429,18.198,887.4,18.0,6.89,0.98,11.33,2.3
6.6925,5.2525,8.0,5.0,2.945,2.0,26.77,1237.0,8.0,7.61,0.92,14.81,0.7
2.805882353,7.166635294,9.117647059,3.705882353,1.372941176,0.882352941,47.7,5544.0,15.0,10.2,2.53,31.78,1.92
4.45,5.63,7.5,2.75,2.635,2.5,17.8,1222.0,10.0,8.96,2.56,12.83,3.03
5.351724138,5.277337931,6.896551724,2.965517241,2.619310345,3.103448276,38.8,1978.0,22.5,9.33,1.04,35.22,1.83
4.54195,4.59145,5.05,2.0,3.2178,4.95,9.0839,558.83,9.9,5.49,0.7,10.13,1.3
5.973333333,4.883333333,5.0,2.666666667,2.813333333,5.0,35.84,1540.0,30.0,0.92,0.52,31.35,0.845
3.381428571,4.992857143,7.142857143,2.857142857,2.46,2.857142857,47.34,3449.0,40.0,6.45,1.65,5.6,2.333333333
2.735,4.575,5.0,3.0,0.5,5.0,5.47,268.0,10.0,4.39,1.33,4.82,5.84
3.018095238,6.853809524,5.238095238,3.714285714,1.142857143,4.761904762,63.38,5049.0,100.0,6.69,1.74,19.65,2.72
1.391666667,6.245833333,9.666666667,3.166666667,1.166666667,0.333333333,16.7,3175.0,4.0,4.54,2.56,15.23,3.26
8.175,6.13807,5.0,2.0,3.22,5.0,16.35,308.4,10.0,8.71,0.86,4.395,0.95
3.872,4.98406,10.0,5.4,2.4,0.0,19.36,1164.0,0.0,3.42,1.16,8.55,1.2
2.075,4.575,10.0,2.5,3.5,0.0,4.15,767.0,0.0,0.51,0.35,49.89,2.0
7.366666667,4.01,3.333333333,4.333333333,4.26,6.666666667,22.1,1301.0,20.0,2.39,0.71,2.97,0.55
7.193333333,5.103333333,6.666666667,2.666666667,3.26,3.333333333,21.58,832.0,10.0,7.21,0.7,10.91,0.4
5.8025,4.66925,9.95,2.0,3.22,0.05,11.605,587.7,0.1,5.49,0.7,27.04,1.43
2.7616,5.527352,10.0,3.44,2.24,0.0,69.04,6898.0,0.0,7.25,1.51,19.24,3.3
8.81275,5.0918,0.05,3.0,2.22,9.95,17.6255,393.3,19.9,6.61,0.55,12.691,0.297
8.817955,5.0901248,0.0,3.0,2.22078,10.0,17.63591,393.106,20.0,5.16,0.38,12.691,0.235
8.809775,5.088924,0.0,2.9975,2.2225,10.0,17.61955,393.235,20.0,5.16,0.56,14.23,0.43
6.761111111,4.867777778,2.222222222,2.333333333,2.64,7.777777778,60.85,1373.0,70.0,3.72,0.82,21.51,2.095
6.155,5.32775,10.0,5.0,2.4,0.0,12.31,434.0,0.0,2.73,1.26,1.94,0.46
4.565,4.595,5.0,2.0,3.22,5.0,9.13,558.0,10.0,5.49,0.7,2.6,1.368835
4.086666667,5.4268,9.333333333,4.266666667,2.376,0.666666667,61.3,3887.0,10.0,5.45,1.44,18.15,2.23
8.913333333,6.311166667,8.0,4.666666667,3.26,2.0,26.74,1349.0,6.0,20.53,1.1,30.08,2.0
1.20952381,7.14047619,9.047619048,3.428571429,0.994285714,0.952380952,25.4,5412.0,20.0,7.31,2.64,7.53,3.97
3.57625,5.251475,8.5,3.25,2.555,1.5,28.61,2362.0,12.0,10.08,1.26,14.79,1.3
7.22,4.725,2.5,2.25,3.22,7.5,28.88,964.0,30.0,4.6,0.63,11.9,1.1
8.027,5.25245,5.0,3.0,2.22,5.0,16.054,425.6,10.0,9.33,0.73,4.97,0.257
1.6925,8.7275,10.0,4.5,0.775,0.0,6.77,593.0,0.0,6.77,3.17,6.63,5.6
7.15,4.8249,5.714285714,1.857142857,3.617142857,4.285714286,50.05,1996.0,30.0,4.17,1.21,6.36,0.16
3.695,5.245,10.0,3.0,3.0,0.0,7.39,656.0,0.0,3.25,0.68,35.22,1.690090909
4.119,5.143,7.0,2.9,2.588,3.0,41.19,2525.0,30.0,8.97,1.66,15.77,2.04
3.52,7.22772,10.0,2.8,1.2,0.0,17.6,1349.0,0.0,8.8,2.52,11.98,5.42
5.295862069,4.916206897,5.517241379,2.206896552,3.067586207,4.482758621,153.58,7268.0,130.0,8.63,1.7,18.15,2.0
4.663255814,7.691437209,8.76744186,3.558139535,1.532093023,1.23255814,200.52,16748.0,53.0,16.6,2.36,31.38,2.59
1.83,4.341666667,10.0,2.333333333,3.0,0.0,10.98,1939.0,0.0,1.47,1.38,49.89,1.72
2.370909091,6.757272727,8.181818182,3.454545455,1.170909091,1.818181818,26.08,2577.0,20.0,7.31,2.1,27.48,4.62
3.62125,5.55875,6.25,3.5,2.18,3.75,28.97,2004.0,30.0,7.31,1.3,18.15,1.8
5.349375,5.42751875,7.5,4.3125,2.25,2.5,85.59,3625.0,40.0,1.9,1.25,13.18,1.08
6.171627907,4.647674419,5.581395349,2.093023256,3.145116279,4.418604651,13.269,583.25,9.5,1.9,0.75,14.28,0.66
4.875714286,5.155714286,9.523809524,2.952380952,2.36952381,0.476190476,102.39,4890.0,10.0,3.81,1.33,2.16,2.16
4.962857143,5.451257143,2.142857143,3.857142857,0.642857143,7.857142857,69.48,1614.0,110.0,7.88,1.48,9.21,1.85
7.3992,5.209216,0.0,3.6,2.4,10.0,36.996,1027.0,50.0,3.51,0.25,8.57,0.161
1.773333333,7.126666667,10.0,3.333333333,1.333333333,0.0,5.32,875.0,0.0,5.32,1.81,36.72,5.576666667
1.541052632,6.684736842,7.894736842,3.368421053,0.736842105,2.105263158,58.56,8672.0,80.0,6.24,2.68,17.27,3.63
5.928571429,5.540414286,10.0,3.285714286,2.285714286,0.0,41.5,1668.0,0.0,3.76,1.25,4.37,1.8
4.416923077,7.645684615,8.615384615,3.769230769,1.350769231,1.384615385,57.42,4463.0,18.0,19.3,2.51,35.18,3.26
2.67,4.858571429,8.571428571,3.142857143,2.285714286,1.428571429,18.69,1774.0,10.0,5.76,1.38,6.82,2.32
4.60375,4.86125,6.25,2.5,2.86,3.75,36.83,2036.0,30.0,9.64,1.65,18.15,2.2
7.633,5.16788,3.25,3.0,2.493,6.75,15.266,449.6,13.5,6.61,0.61,12.691,0.09
6.815,5.1421,9.5,2.0,3.0,0.5,13.63,700.0,1.0,2.17,1.01,17.65,0.63
4.2125,4.58,7.5,2.0,3.22,2.5,8.425,579.5,5.0,5.49,0.7,4.93,1.9
0.841052632,6.746842105,10.0,2.842105263,1.052631579,0.0,15.98,6055.0,0.0,2.34,3.28,49.98,7.33
2.946,6.252,10.0,4.4,0.8,0.0,14.73,1165.0,0.0,0.87,0.01,99.71,3.7
5.880206186,5.111443299,5.87628866,2.731958763,2.655670103,4.12371134,28.519,1147.2,20.0,4.17,0.8,9.79,1.32
4.572542373,5.113242373,10.0,4.084745763,2.169491525,0.0,33.7225,1656.0,0.0,4.35,1.36,34.34,2.0
4.402,5.55568,9.6,2.8,2.4,0.4,22.01,1633.0,2.0,5.83,1.39,8.33,2.55
4.908,5.720046667,6.666666667,2.533333333,2.621333333,3.333333333,73.62,3237.0,50.0,12.53,1.54,5.31,2.45
6.135,5.6547,0.0,4.5,0.75,10.0,24.54,528.0,40.0,4.82,0.44,3.48,1.931571429
8.245,5.65845,4.5,0.5,3.72,5.5,16.49,439.0,11.0,10.51,0.37,11.805,0.24
3.137272727,6.346363636,6.363636364,2.363636364,1.907272727,3.636363636,34.51,2389.5,40.0,7.31,2.16,7.1,2.99
2.935714286,4.544857143,8.285714286,3.028571429,2.374857143,1.714285714,102.75,7975.0,60.0,6.57,1.65,10.33,2.3
3.552222222,5.183333333,7.777777778,2.888888889,2.32,2.222222222,31.97,2241.0,20.0,5.24,1.51,6.03,2.47
3.33,5.09,7.5,2.5,2.11,2.5,13.32,880.0,10.0,5.44,1.7,1.54,3.4
3.161428571,5.064285714,9.714285714,2.857142857,2.285714286,0.285714286,22.13,2140.0,2.0,4.6,1.45,6.82,2.7
6.76,4.6575,2.5,2.0,3.22,7.5,13.52,525.0,15.0,1.58,0.59,24.44,0.1
10.585,6.20455,5.0,0.5,3.22,5.0,21.17,445.0,10.0,17.43,0.74,10.46,2.3
7.1309,4.909783,0.0,2.0,3.22,10.0,14.2618,318.2,20.0,7.26,0.62,15.195,1.695
3.889655172,5.292468966,8.620689655,2.965517241,2.267586207,1.379310345,112.8,7449.0,40.0,9.53,1.7,35.22,1.95
7.48125,5.1571125,0.0,2.0,3.22,10.0,14.9625,310.5,20.0,7.26,0.62,15.195,1.31
2.835294118,7.183447059,9.117647059,3.823529412,1.372941176,0.882352941,48.2,5564.0,15.0,10.2,2.52,31.78,1.375
4.87,4.955,5.0,3.0,2.0,5.0,9.74,377.0,10.0,2.74,1.1,9.74,3.4
5.396666667,4.856666667,4.333333333,2.888888889,2.271111111,5.666666667,48.57,2054.0,51.0,2.74,1.1,11.9,1.08
5.74,5.22005,5.0,5.5,2.0,5.0,11.48,375.0,10.0,1.0,1.02,8.28,2.007
9.191,6.237684,0.0,2.0,3.22,10.0,18.382,272.28,20.0,7.26,0.63,15.195,0.21
3.89,5.2398875,8.75,2.625,2.305,1.25,31.12,1977.0,10.0,18.44,1.65,11.89,2.63
6.71,3.906666667,3.333333333,4.333333333,4.26,6.666666667,20.13,1162.0,20.0,4.36,0.65,4.42,0.42
7.735714286,4.667342857,1.428571429,1.714285714,3.617142857,8.571428571,54.15,1896.0,60.0,2.72,0.99,6.43,0.34
2.645,4.7725,10.0,2.5,2.11,0.0,10.58,1005.0,0.0,5.36,1.55,3.87,3.843333333
7.953333333,4.69,7.333333333,4.666666667,3.926666667,2.666666667,23.86,1160.0,8.0,6.67,0.72,6.2,1.15
5.363333333,4.99,9.333333333,3.333333333,2.666666667,0.666666667,16.09,1063.0,2.0,1.72,1.14,10.21,2.0
6.904,5.30968,3.6,2.8,2.4,6.4,34.52,1387.0,32.0,1.66,0.98,7.44,0.74
4.045,4.966855556,9.888888889,3.138888889,2.083333333,0.111111111,145.62,8411.0,4.0,10.17,1.48,15.44,2.07
6.21,5.085,5.0,3.0,3.0,5.0,12.42,564.0,10.0,0.96,0.23,7.83,1.6
2.6875,5.245,7.5,2.5,2.11,2.5,10.75,837.0,10.0,7.13,2.51,8.32,3.7
4.282166667,5.268904,7.634166667,3.285,2.333333333,2.365833333,102.772,6447.28,56.78,7.68,1.45,9.58,1.0
1.746666667,6.453366667,10.0,3.0,0.666666667,0.0,5.24,614.0,0.0,5.24,1.21,8.62,1.85
4.717333333,5.81338,8.0,2.533333333,2.621333333,2.0,70.76,3341.0,30.0,11.97,1.66,35.22,2.8
4.132,5.37909,7.0,3.1,2.432,3.0,41.32,2555.0,30.0,5.24,1.36,5.94,1.31
7.995,5.00795,5.0,2.25,3.22,5.0,31.98,920.0,20.0,7.11,0.86,7.158,0.72
3.86,4.565,10.0,2.0,3.22,0.0,7.72,601.0,0.0,4.08,0.66,4.93,2.76
5.215,4.8847,7.5,3.0,2.0,2.5,20.86,747.0,10.0,8.22,1.48,9.11,0.846666667
8.07185,5.248098,5.0,3.0,2.2278,5.0,16.1437,424.51,10.0,6.61,0.55,32.141,0.23
2.813043478,6.514034783,7.391304348,3.391304348,1.130434783,2.608695652,64.7,5191.0,60.0,9.75,2.51,11.08,2.76
6.422758621,5.164137931,3.448275862,3.655172414,2.379310345,6.551724138,18.626,730.3,19.0,0.53,1.02,10.6,1.0
4.90962963,4.472962963,9.259259259,1.703703704,3.588148148,0.740740741,265.12,17050.0,40.0,6.16,1.02,34.85,0.297
2.490625,6.674375,7.125,3.125,1.5825,2.875,39.85,4108.0,46.0,7.13,2.35,20.68,2.96
8.76875,5.091748,0.1,3.0,2.2278,9.9,17.5375,395.63,19.8,9.33,0.73,35.22,0.32
5.401666667,5.087583333,8.333333333,3.166666667,2.373333333,1.666666667,32.41,1079.0,10.0,6.78,1.52,6.54,2.46
2.506666667,6.9348,8.0,3.5,1.166666667,2.0,30.08,3343.0,24.0,9.75,2.51,20.68,2.09
5.506,5.193,5.0,3.0,3.0,5.0,11.012,549.8,10.0,5.24,0.79,5.31,1.0
7.81,4.709557143,1.428571429,2.0,3.617142857,8.571428571,54.67,1922.0,60.0,2.83,0.97,6.85,0.24
4.008181818,4.98,9.090909091,2.909090909,2.221818182,0.909090909,44.09,2276.0,10.0,7.12,1.48,6.03,2.58
3.638030303,7.003957576,6.318181818,3.621212121,1.166666667,3.681818182,240.11,15691.0,243.0,9.75,2.35,20.68,3.25
5.475,4.835,3.333333333,2.666666667,2.406666667,6.666666667,32.85,1082.0,40.0,3.63,1.1,10.17,2.1
6.58,7.0223,6.666666667,3.333333333,1.48,3.333333333,19.74,285.0,10.0,10.38,1.02,2.995,3.59
6.531428571,4.522857143,5.571428571,1.857142857,3.617142857,4.428571429,45.72,2118.0,31.0,4.49,1.2,6.36,0.88
4.664827586,5.233889655,7.586206897,3.034482759,2.313103448,2.413793103,33.82,1916.5,17.5,10.86,1.55,35.22,1.95
1.765,5.3425,10.0,2.5,3.0,0.0,7.06,1471.0,0.0,5.32,1.8,36.58,4.3
5.412857143,5.035714286,8.571428571,2.714285714,2.982857143,1.428571429,37.89,1930.0,10.0,8.17,0.86,44.96,2.63
5.3464,5.3884,9.6,2.8,2.4,0.4,133.66,7617.0,10.0,6.66,2.57,6.47,1.93
6.6811,4.5949,0.05,2.0,3.22,9.95,13.3622,330.2,19.9,1.23,0.62,14.28,2.1
2.095714286,6.752857143,9.142857143,3.857142857,1.254285714,0.857142857,14.67,2198.0,6.0,10.2,2.51,31.78,3.82
7.035,4.82,5.0,2.0,3.89,5.0,14.07,657.0,10.0,9.93,0.88,15.88,0.5
8.364,5.08267,0.75,3.0,2.337,9.25,16.728,420.15,18.5,6.08,0.32,32.141,0.36
4.173333333,4.788888889,7.555555556,2.222222222,2.764444444,2.444444444,37.56,2312.0,22.0,8.63,1.7,13.73,2.44
4.07,4.8075,10.0,3.0,2.0,0.0,16.28,865.0,0.0,4.76,1.36,25.1,1.595
3.87955,4.56605,10.0,2.0,3.22,0.0,7.7591,600.87,0.0,4.08,0.66,27.04,2.23
1.063076923,6.437692308,10.0,2.615384615,1.076923077,0.0,13.82,3699.0,0.0,2.7,2.83,49.98,4.13
8.07455,5.249448,5.0,3.0,2.2278,5.0,16.1491,424.06,10.0,6.61,0.61,2.231,0.31
7.13,5.1542,6.25,2.75,2.6775,3.75,57.04,1871.0,30.0,7.11,1.25,3.63,0.93
4.582222222,5.066666667,5.555555556,2.555555556,2.862222222,4.444444444,41.24,2462.0,40.0,6.89,0.98,11.33,1.2
2.824285714,4.681428571,10.0,1.285714286,3.0,0.0,39.54,7480.0,0.0,3.39,0.09,22.5,1.51
3.886363636,4.907272727,9.090909091,2.909090909,2.221818182,0.909090909,42.75,2284.0,10.0,7.79,1.47,6.03,2.58
6.093333333,5.016666667,5.555555556,2.555555556,2.862222222,4.444444444,27.42,1101.0,20.0,4.17,0.8,9.79,1.24
6.75,7.54345,5.0,2.5,2.22,5.0,27.0,364.0,20.0,13.5,1.28,0.935,3.38
1.780769231,6.486153846,8.461538462,2.461538462,1.452307692,1.538461538,23.15,3803.0,20.0,7.13,2.83,49.98,5.69
4.126363636,5.039090909,6.363636364,2.545454545,2.625454545,3.636363636,45.39,2753.0,40.0,7.09,1.7,18.15,1.6
8.68,5.784833333,7.666666667,4.333333333,3.926666667,2.333333333,26.04,1295.0,7.0,20.58,0.79,25.44,1.05
1.709166667,6.965833333,9.5,3.666666667,1.166666667,0.5,20.51,3427.0,6.0,6.11,2.64,20.68,2.13
5.513333333,5.123333333,7.666666667,5.0,3.26,2.333333333,16.54,1201.0,7.0,10.33,1.14,22.28,1.8
4.523636364,4.918181818,8.181818182,2.727272727,2.261818182,1.818181818,49.76,2547.0,20.0,6.77,1.37,33.94,2.3
3.932465209,6.056689066,9.071570577,2.819085487,3.280318091,0.928429423,19.7803,2673.02,4.67,16.6,2.45,31.38,1.93
1.831764706,6.407552941,9.529411765,2.941176471,1.176470588,0.470588235,31.14,4876.0,8.0,7.9,2.78,15.23,3.3
2.422985075,4.607674627,9.985074627,1.0,3.0,0.014925373,162.34,38216.0,1.0,5.56,0.92,40.15,1.27
9.1425,6.194415,0.0,2.0,3.22,10.0,18.285,273.3,20.0,7.26,0.63,15.195,0.31
4.518666667,4.872,6.0,2.6,2.754666667,4.0,67.78,3771.0,60.0,9.64,1.65,18.15,2.2
5.821428571,5.081428571,7.142857143,2.714285714,2.982857143,2.857142857,40.75,1866.0,20.0,4.17,0.8,33.68,1.3
3.113333333,5.586666667,8.888888889,4.0,0.444444444,1.111111111,28.02,1041.0,10.0,4.71,1.73,15.3,2.14
2.284285714,7.2042,8.857142857,4.071428571,1.055714286,1.142857143,31.98,3547.0,16.0,9.75,2.22,13.58,2.54
6.3575,4.725,7.5,2.0,3.61,2.5,25.43,1093.0,10.0,3.33,0.66,30.75,0.658888889
4.155454545,5.149090909,7.272727273,2.727272727,3.029090909,2.727272727,45.71,2984.0,30.0,8.68,1.04,10.64,2.49
2.141176471,6.289411765,7.647058824,2.352941176,1.632941176,2.352941176,36.4,4574.0,40.0,7.13,2.78,49.98,2.32
4.8375,4.6175,10.0,2.0,3.22,0.0,9.675,594.5,0.0,4.08,0.66,27.04,2.0
5.4125,5.43735,2.5,3.75,1.875,7.5,43.3,1690.0,60.0,7.68,0.79,9.58,1.06
6.202608696,5.195234783,6.52173913,3.391304348,2.260869565,3.47826087,142.66,4783.0,80.0,8.89,1.48,9.11,0.64
7.74775,5.21867,5.0,3.0,2.337,5.0,15.4955,445.65,10.0,6.61,0.55,32.141,0.32
4.0825,5.36605,9.5,3.0,2.5,0.5,32.66,2800.0,4.0,5.83,1.39,15.18,1.88
4.639375,4.9475,6.875,2.4375,3.1375,3.125,74.23,4368.0,50.0,8.97,1.66,10.64,2.4
6.548333333,4.848333333,5.0,2.166666667,3.22,5.0,39.29,1374.0,30.0,4.17,0.86,9.79,1.66
4.234761905,5.238619048,7.380952381,4.142857143,2.806666667,2.619047619,88.93,5653.0,55.0,5.45,1.44,18.15,1.5
4.392,4.592,9.0,2.0,3.22,1.0,8.784,589.8,2.0,5.49,0.7,27.04,2.15
2.641111111,3.97962963,10.0,1.703703704,3.472592593,0.0,142.62,20184.0,0.0,5.04,1.03,48.22,1.18
5.515,5.6,5.0,4.0,2.0,5.0,5.515,212.0,5.0,1.45,0.23,10.8,1.0
2.872857143,5.1943,10.0,3.857142857,2.0,0.0,20.11,1686.0,0.0,4.87,1.65,25.98,1.89
2.888,6.69,6.0,2.8,1.688,4.0,14.44,1180.0,20.0,7.31,2.16,7.1,3.9
0.964375,6.67375,10.0,2.75,1.125,0.0,15.43,5143.0,0.0,2.34,2.83,50.33,6.53
3.307828773,5.326566637,9.443954104,3.0,2.47043248,0.556045896,37.4777,3760.46,6.3,4.62,1.45,48.83,1.92
4.940740741,5.09962963,9.62962963,2.814814815,2.41037037,0.37037037,133.4,6133.0,10.0,5.15,1.33,2.16,2.6
7.74735,5.237416,5.0,3.0,2.3526,5.0,15.4947,441.02,10.0,6.61,0.61,2.231,0.035
9.09,4.28352,0.0,1.2,3.864,10.0,45.45,750.0,50.0,1.1,0.38,5.11,0.2
6.435217391,5.384417391,5.652173913,3.391304348,2.337391304,4.347826087,148.01,5307.0,100.0,6.61,0.55,15.071,0.65
2.475384615,4.580007692,10.0,3.0,2.0,0.0,64.36,6084.0,0.0,4.35,1.54,35.22,2.15
7.2025,5.411416667,4.166666667,2.333333333,2.416666667,5.833333333,17.286,566.8,14.0,2.31,0.99,6.43,0.6
4.06,6.67008,6.6,4.2,1.644,3.4,20.3,1368.0,17.0,11.4,2.18,15.97,0.28
8.4575,5.1702,2.5,3.0,2.22,7.5,16.915,408.0,15.0,6.61,0.55,12.691,0.285
0.683333333,7.512222222,9.888888889,2.888888889,0.666666667,0.111111111,6.15,2577.0,1.0,6.15,2.58,5.98,4.76
4.93,5.200611111,10.0,3.444444444,2.248888889,0.0,44.37,1988.0,0.0,4.02,1.33,3.04,2.27
2.276,4.24325,10.0,2.0,3.0022,0.0,4.552,640.6,0.0,4.08,0.67,10.13,2.49
5.976,5.4147,8.8,3.6,3.556,1.2,29.88,2051.0,6.0,20.78,0.83,31.14,0.5
2.448571429,6.978571429,8.857142857,4.0,1.428571429,1.142857143,17.14,2697.0,8.0,8.57,2.41,26.18,3.08
4.781428571,5.224285714,8.571428571,3.142857143,2.285714286,1.428571429,33.47,1570.0,10.0,3.81,1.33,1.06,1.9
4.9,4.6075,5.0,2.0,3.61,5.0,19.6,1044.0,20.0,6.83,0.77,6.37,1.30625
6.775,5.015,0.0,3.0,3.0,10.0,13.55,499.0,20.0,1.07,0.38,10.46,0.33
4.91,4.66,7.5,2.0,3.22,2.5,9.82,479.5,5.0,5.31,0.85,6.66,2.13
7.686,5.23516,5.0,3.0,2.376,5.0,15.372,444.2,10.0,6.61,0.61,2.231,0.066
7.58375,5.2314,5.0,3.0,2.415,5.0,15.1675,449.5,10.0,6.61,0.61,2.231,0.04
2.604210526,7.215136842,8.421052632,4.0,1.134736842,1.578947368,49.48,5421.0,30.0,10.2,2.36,31.78,3.15
1.83,4.815,10.0,3.0,0.5,0.0,3.66,273.0,0.0,2.58,1.62,2.29,7.725
1.144210526,6.214210526,9.473684211,2.526315789,1.181052632,0.526315789,21.74,5813.0,10.0,7.13,2.67,49.98,3.2
4.642,4.607,10.0,2.0,3.22,0.0,9.284,595.8,0.0,4.08,0.66,27.04,2.1
6.6,4.65,6.0,3.5,3.805,4.0,26.4,1210.0,16.0,4.17,0.91,7.11,0.155
4.266,4.042,4.0,2.0,2.088,6.0,21.33,705.0,30.0,6.27,1.24,15.16,3.0
4.402222222,4.353155556,7.555555556,2.222222222,2.764444444,2.444444444,39.62,2548.0,22.0,10.84,1.65,14.38,2.17
7.953333333,4.67,7.666666667,4.333333333,3.926666667,2.333333333,23.86,1247.0,7.0,6.67,0.76,3.7,0.8
5.377857143,4.817985714,7.5,4.142857143,3.452857143,2.5,75.29,4191.0,35.0,9.83,1.2,15.18,0.85
7.39325,5.7668025,5.0,2.0,3.22,5.0,14.7865,326.5,10.0,8.71,0.85,5.025,0.8
1.170140845,6.61028169,10.0,2.845070423,1.154929577,0.0,83.08,21785.0,0.0,3.5,2.64,49.98,3.1
2.556666667,4.616666667,6.666666667,1.333333333,2.813333333,3.333333333,7.67,765.0,10.0,7.13,2.18,6.96,1.945
3.164444444,4.227777778,10.0,1.814814815,3.6,0.0,170.88,20572.0,0.0,3.57,0.89,44.96,0.31
4.642666667,5.726713333,8.0,2.533333333,2.621333333,2.0,69.64,3387.0,30.0,12.53,1.54,35.22,2.68
3.6928125,6.98314375,6.25,3.578125,1.171875,3.75,236.34,15252.0,240.0,9.75,1.79,49.98,2.91
0.938823529,6.99,10.0,3.529411765,0.882352941,0.0,15.96,4096.0,0.0,3.5,2.64,7.53,6.89
1.75,6.42,10.0,3.0,1.0,0.0,3.5,429.0,0.0,3.5,2.64,7.53,4.8
5.141666667,5.738433333,7.5,4.0,0.776666667,2.5,61.7,1648.0,30.0,8.86,1.5,3.501,3.2
3.094929577,5.18971831,9.718309859,2.985915493,2.190422535,0.281690141,219.74,17554.0,20.0,4.62,1.51,18.15,2.84
2.265714286,4.651428571,10.0,1.285714286,3.0,0.0,31.72,7506.0,0.0,0.52,0.2,49.54,3.3
4.153,5.267,7.0,2.9,2.588,3.0,41.53,2518.0,30.0,8.63,1.7,15.77,2.04
8.9025,6.787105,5.0,2.0,3.22,5.0,17.805,293.1,10.0,8.71,0.86,4.395,1.373333333
2.24375,6.966458333,8.416666667,3.8125,1.166666667,1.583333333,107.7,15527.0,76.0,8.57,2.83,26.18,3.22
4.722,4.55,10.0,2.0,4.0,0.0,4.722,392.0,0.0,2.99,0.06,13.61,0.86
4.908333333,4.918333333,6.666666667,2.333333333,3.48,3.333333333,29.45,1890.0,20.0,6.89,0.98,35.22,0.53
3.9575,4.7200125,10.0,3.375,2.0,0.0,31.66,1681.0,0.0,4.35,1.36,34.34,2.0
1.728333333,7.3019,10.0,3.166666667,1.0,0.0,10.37,1602.0,0.0,8.55,2.53,10.84,6.38
2.2775,5.75,10.0,2.5,3.025,0.0,9.11,1875.0,0.0,6.77,2.06,49.84,4.0
1.950458716,6.879357798,8.073394495,3.394495413,0.878165138,1.926605505,212.6,25738.0,210.0,6.24,2.68,17.27,4.45
1.466842105,7.146842105,8.105263158,3.894736842,0.578947368,1.894736842,27.87,4676.0,36.0,6.11,2.78,20.68,2.3
